"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Asia meridional","SAS","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","6941688324.40214","7932062792.88551","9023183104.19492","9762872926.39032","11732359959.1585","13474905550.5753","13798098964.6004","14085198031.2331","15200454277.1721","15918532415.2449","15161217381.5449","16112686204.4175","18933657722.7163","21272663182.1611","24098658971.3477","27629778313.4033","28669647072.8321","31908022954.0626","34736245934.3344","39392706156.7361","47762931122.4208","51033012894.9517","54264014910.6375","52620737667.8645","55484564582.8971","64900865925.7297","65855919277.0415","72674468209.5129","85895266831.5028","106341616914.072","134880207795.86","160811622697.594","193696874891.006","246177654511.355","210382708989.91","282338798311.617","371740857316.293","360211103885.39","385635537695.628","396718063367.878","339554682695.474","336995737642.765","376423696625.07","410249871947.638","409703667540.736","348568452634.328","",
"Arabia Saudita","SAU","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","2705696803.38263","4058142708.27515","7702499438.46138","30870422543.9072","27888233859.724","36314447602.3554","41051725298.9808","37534250750.2293","58771079837.8888","101573862343.256","112422487281.672","74202836566.5419","45864267926.6477","37544580645.7682","27478262711.3643","20168634064.0809","23168000000","24344000000","28346666666.6667","44354666666.6667","47725333333.3333","50220000000","42338666666.6667","42557333333.3333","49974133333.3333","60647733333.3333","60651466666.6667","38770133333.3333","50688933333.3333","77480533333.3333","67972800000","72464266666.6667","93244106666.6667","125997600000","180571733333.333","211023680000","233174133333.333","313480533333.333","192307200000","251142666674.933","364735466666.667","388369600000","375901066666.667","342456880000","203536533333.333","183607466666.667","221861700813.867","294387200000","261617163551.733","173864000000","",
"Sudán","SDN","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","658234437.077451","562998678.000083","514050001.199545","689400001.3788","792740635.132969","400862611.162432","514230769.23077","519000000.000001","444232702.078518","326760000","265040000","427000000.000001","544366666.666667","326500000","302500000","213400000","306300000","523900000","555700000","620300000","594200000","595700000","780100000","1806700000","1698700000","1949110000","2542170000","3777750000","4824279734","5656560000","8879240000","11670500000","8257110000","11404280000","10193432479","4066499000","4789732000","4453723000","3169011000","3093639000","4100380501.9896","3484681534.2682","3734656598.42139","3802573401.12034","",
"Senegal","SEN","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","472612355.698766","542571164.940908","536512805.270532","685323244.884448","434732782.469249","517577796.945756","470182738.717965","603426649.587542","564535819.012339","642119677.084488","632534119.834419","548075448.983898","694530464.341775","707501271.395904","713182038.966016","804148357.305443","937910487.502245","848543557.514306","860623560.510881","736820523.278171","818779098.154292","993311757.12859","984217785.324145","900585202.681728","967420091.9534","1026743076.2015","923297148.450698","1002915501.7273","1071902583.94747","1256582759.84054","1520347388.0236","1593583069.5555","1601223140.9358","1683730102.77127","2217286789.5328","2105302670.33153","2166456003.7218","2624466009.02692","2745985142.88277","2880115758.95748","2982723254.70471","2823307633.62043","2874563717.75829","3285684203.88494","3866092163.397","","","",
"Singapur","SGP","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","2169600000.77141","3598567573.55387","5905534431.47811","5480959813.19286","6654007914.30335","8245060263.25482","10123019759.4291","14247950738.7508","19429683402.0848","21090157507.158","21015642348.8104","21894418031.7051","24090948161.7519","23186600917.0869","22738413259.0408","29096099209.3955","40702982719.8529","45699945733.6849","54678553038.1051","61332870249.7757","66565082158.4234","77857973572.2808","97918996493.5977","133018431960.49","141901280636.672","143057492926.966","120106237943.915","128327941520.629","154942564517.034","138394366315.096","142462058559.896","167415905329.52","206597471544.772","242166669921.098","280600885289.923","311490399342.667","354207416159.305","289514843754.613","374434748595.841","448740757582.046","451056600365.296","457985455126.668","450614735014.404","396222355572.527","373235320632.152","417224758766.769","460574221090.935","442616069737.751","417762552168.581","503916188018.709",
"Islas Salomón","SLB","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","15447722.1155524","24319204.8393996","32822635.7907187","35025133.7765526","68478571.8118117","73268262.7001298","66194244.4611586","58284156.7558566","61990757.6857853","93113441.4670725","70976746.2880689","63853000.2932199","63195989.9332348","81920112.6841721","74697753.1805413","70112768.3273248","83433096.9702551","101738328.608996","129057219.340807","142160151.710414","168296191.902287","161509289.354454","156445823.5153","141829268.778058","164546649.281663","69287638.5134599","40039712.4802448","33474237.4695039","66626531.8193175","85642876.7760839","104757514.289849","113984569.839851","164456236.403796","209841147.593596","164901408.27634","223952032.230666","419650143.25257","499690095.78945","447808090.01887","455210233.841622","420708944.385288","432138584.712775","467990273.352384","535980418.210565","460924260.322452","378712318.630589","",
"Sierra Leona","SLE","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","150283908.490294","193592751.807146","211642205.061207","226615100.723973","165904799.970654","122552737.018763","115099203.418354","139205960.301202","135841760.053787","131722746.518649","141975367.573351","107904010.826078","142026554.813905","148515145.679149","149508624.119318","150376670.489824","118268014.567289","115989422.623732","41468939.8946659","46777429.926716","15718976.1406851","31641679.7453086","6289674.89656052","12795984.9435383","29150959.6645107","59839560.6313696","110790432.612962","146148823.741438","183631022.822183","262494762.33823","287153986.006678","271499137.646297","267652527.020482","360172895.80616","381523359.17775","1053507333.22845","1536142818.77826","1298717851.2257","581254400.530824","712387311.13804","766398199.718122","884793862.302302","985368892.373929","647963033.117841","",
"El Salvador","SLV","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","744640000","973520000","801640000","1132320000","1075320000","798040000","699560000","757960000","725920000","678960000","777923188.68955","589600000","610640000","557500000","643879289.364809","586777546.777547","598146117.811223","741740168.782755","820850637.261922","1104792727.61887","1022958309.53741","1372962169.87866","1259280411.19361","1179000000","1334900000","1216800000","1240600000","1257800000","1384481000.39","1864100000","2254700000","2793700000","3275500000","2923576029.66","3473156738.59","4242593851.07","4242229301.06","4394930263.16","4294427681.85","4436976012.23","4322313880.15","4667395106.75","4735593477.97","4747647688.56","4158133878.16","",
"San Marino","SMR","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7986151185.42675","10092188328.6303","7750547773.26278","9074642128.56238","11305469386.1607","10754620471.2794","13973907477.0069","14137566301.2983","12704442112.7423","14179913202.3276","15904718053.4766","17829784590.1916","18372431608.5951","18414377842.9599","",
"África al sur del Sahara (excluido altos ingresos)","SSA","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","39677263584.7225","40343650958.4722","56621015249.5868","80391204396.1616","63555797695.2487","51372527760.0719","50022724814.2822","51100162543.8273","50684136625.8979","43345615686.0366","54677018052.8679","55871164662.429","57372066109.3976","67913809171.903","64524875566.8104","65642442445.4945","65176172327.8965","67092148938.2231","67764024833.8593","74344302952.0954","74533037561.99","65866742565.7046","79186793804.9872","96700518381.8164","91897575743.7658","94030093222.6211","118925708047.547","154413611682.713","207622163263.942","239490425728.909","290510350056.912","362213805778.322","269918389600.673","355903665442.69","435291580752.966","423193094735.501","424432255454.328","397372146216.419","289183067135.183","268285748254.73","314161039093.317","357185990495.522","348975150257.63","297950268470.616","",
"Sudán del Sur","SSD","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3753630581.43178","2428700000","1468960000","2179430000","2946370000","3483650000","2190860000","",
"África al sur del Sahara","SSF","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","39675750795.2679","40344292701.7031","56618295943.7742","80383603591.8091","63549994600.2744","51367938782.9147","50019721305.8889","51096947317.0113","50680597764.0645","43343086850.2472","54676578194.8757","55880541662.9274","57399699597.9588","67964519420.2043","64567717622.6041","65683715553.7389","65220166831.1589","67138723059.5298","67810742385.1979","74438614035.4579","74646604546.5677","65992036324.6212","79335274785.149","96900885720.2883","92123340449.4254","94278224860.4524","119225109775.261","154722861546.637","207977385169.634","239916872814.596","290907023418.779","362646823162.188","270353118476.454","356298719451.296","435761478693.459","423750430075.225","425062827787.917","397910158831.858","289633716399.699","268748422117.172","314731915048.806","357760465516.108","349453556399.009","298366603192.836","",
"Pequeños Estados","SST","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","244126204230.991","265977392409.693","272778425425.627","259202273513.913","177325935446.888","145882929146.542","167171926191.15","197967151005.016","179154061197.713","142314871401.861","",
"Santo Tomé y Príncipe","STP","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","17336945.4703453","7062531.19711034","8230484.43965387","22999051.284992","22945825.5739645","26587039.8971175","16979472.2445204","7198017.06021296","8792982.74504013","8633477.89763524","12221836.2132112","7068811.12410069","9886233.87777434","6520790.91844903","9509709.30008107","4913683.6786053","4220000","","","","","","","5300000","4740000","3900000","2690000","3284921.11808","6177303.52","6568600","5439600","6790804","7710857","6810434.16223675","7831400","9206153.06","10933960.7677869","10944716.8309687","15123831.4632269","12887099.1252258","17219459.322599","11306367.4623052","13644241.8900439","15590436.4653403","16027934.2965568","13148547.5343058","13931154.3025916","",
"Suriname","SUR","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1211500000","1174500000","1359000000","1743500000","1401800000","2084097840.32374","2646888619.17013","2700318312.88094","2416721569.48593","2148859163.00002","1665753382.30401","1440204015.53043","1985018736.76187","2065103326.61782","2129378550.49593","2343773595.65689","",
"República Eslovaca","SVK","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5452474588.56056","6706092529.53815","8590826423.08746","8823792904.39876","9640726247.66391","10720173975.9027","10201259493.4437","11896090154.1953","12649864384.716","8121986239.48525","11731383936.1928","33658276915.0705","38660669205.4977","49963337484.112","63358712442.0626","71352674200.0691","53623950505.464","61617372910.3328","76066130754.9416","77283737364.3263","82914030505.5008","83138732917.232","71631265405.5956","73784959374.8027","79697573750.3248","88704254574.0991","84571100306.9617","80208300194.4088","",
"Eslovenia","SVN","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5611700000","4918300000","5919400000","7337300000","7369900000","7518500000","8211400000","7859300000","8760700000","9286800000","10423000000","12850400000","16006500000","18074600000","21773957863.5025","27567017360.9779","29556395400.2693","22716656633.6829","24678824415.5821","29298353461.4805","27313355358.0537","28754693017.0319","30352816552.2317","26566954535.793","27537204187.7263","32080550351.876","36376509125.4318","35845616180.4852","33902771649.0115","41759788088.7575",
"Suecia","SWE","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","6904803781.63361","7694250692.44403","9159215386.26941","12760890723.6272","16608006671.2712","18321015147.5651","19508716822.7664","20315963817.4474","23174455423.0394","29525250211.3069","33215407017.4754","30770137926.3035","26575301677.5811","27203808028.1738","29122824383.5145","30172874074.6404","36845461737.0825","44101260181.9433","49551200515.6513","51306544773.6","57020002085.6118","54747422634.9897","55632443820.7728","49558393054.5944","60456913142.7231","80203401433.7456","84942949248.1633","83398079667.5953","88073833672.9305","87623542499.9384","92441279022.1879","84198841252.8881","84897425344.142","104935699527.101","127162333902.747","135861187561.238","155838490570.276","181101772271.602","197330660426.781","137966200599.03","166225378894.015","196756415539.533","184265550198.563","179208065994.507","180035206909.355","151203868849.129","150298841498.722","165542840223.558","180750217560.149","179438395689.534","174855180139.914","",
"Eswatini","SWZ","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","178813998.6513","197022950.681045","193429999.8318","183884999.8401","198719999.8272","241561211.697397","368242907.662268","387771382.629655","323996012.289684","303832690.131908","230804035.212156","176293088.989124","278420649.197249","423912509.618376","466600028.37076","494113363.156545","550337624.022276","593775067.313943","638461064.212806","684582285.0282","784305313.499923","859594964.000017","838300138.063532","945000265.844225","966107536.982918","934986791.710865","965541030.43375","1027115258.83657","1067425568.20769","1636186095.17676","1791769314.09661","1601331817.79942","1560592934.3347","1625837498.94008","1489153250.08818","1564933548.15158","1805286067.01588","1595552639.42217","1674595411.37106","1824480813.11622","1849774618.60735","1668738476.99708","1635738096.31979","1793024645.89131","1828272883.37979","1980989306.40916","1739331217.79465","",
"Sint Maarten (Dutch part)","SXM","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","126770949.72067","130525139.664804","164262569.832402","132189944.134078","128916201.117318","131821229.050279","122944134.078212","148350977.843575","180945796.681564","134001355.988827","",
"Seychelles","SYC","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","3046280.55023453","4827705.009103","6630740.16991054","6223197.17744123","5650040.55891308","4643105.95279533","3840097.65575287","4993390.28997024","4975064.34852405","4635064.35926464","4413725.0563765","8085239.44346141","17263394.7926278","34220328.749561","56996411.3037","49177472.2427302","47917341.6967405","50332591.3822163","52988035.3319499","53234214.7953318","96318230.4434287","113263291.227384","122306453.426408","145135780.131335","194101618.560857","215749650.436403","235928394.15332","285614758.028595","300362779.363636","350101876.909091","419201876.450159","397557333.610104","437609651.125359","431798721.347519","400233777.39015","476895953.356158","559121524.847199","629231855.242417","539047611.86785","449378320.724329","459180899.389022","564804873.970003","572651572.85861","483204709.490175","419793846.853878","",
"República Árabe Siria","SYR","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","1069800000","1061200000","1647700000","2112000000","2211500000","2002100000","1917800000","1834200000","1855900000","1036900000","1357300000","1347600000","3012500000","4156000000","3437900000","3100000000","3253000000","3329000000","3858000000","4178000000","4057000000","3142000000","3806000000","5146000000","5706000000","6668000000","5692000000","7220400000","8602000000","10244800000","11755667755.0201","15334000000","10883491160.9097","12272749952.7662","","","","","","","","","","","",
"Islas Turcas y Caicos","TCA","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6494000","4645879","4484700","2308000","5800000","","","",
"Chad","TCD","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","106549305.584963","98951562.6886427","88265583.246626","70991251.2384815","83409556.7048951","57722577.83961","78214790.0425157","109679068.320361","61836835.6748636","98597799.3719853","109444254.426723","145889742.675785","155359594.341461","230253792.534131","193536557.578603","182298808.890832","151789124.381802","135299648.197832","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Asia oriental y el Pacífico (BIRF y la AIF)","TEA","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","68377778904.1343","68093410208.9351","77900383216.6095","74356959354.8735","71488278428.1803","91845392376.0601","109744303937.499","124144418483.085","143607338984.579","165493204479.656","192647056577.655","215127492805.461","268222455768.107","332682613930.757","366127275470.088","313271532765.651","297776884848.043","311137768740.513","385386825112.419","368089618449.031","408974670585.581","687523665054.499","875548307475.72","1097424136850.4","1371374192742.6","1660543693986.16","1958708977855.11","1645802603227.6","2140232370303.98","2598050070063.71","2786761791262.64","2967382850006.03","3091065837306.81","2922565079042.15","2770684467161.14","3115746712196.87","3398661252472.73","3363441881117.93","3458375691902.4","",
"Europa y Asia central (BIRF y la AIF)","TEC","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144276051687.13","179471576359.868","203158384808.465","205402617605.618","188387120412.292","179009976725.375","226629860187.404","237140314021.17","261238851140.021","334506427327.935","448419448899.27","549257408456.631","680058561971.996","833685498615.545","1092885085003.63","757106834850.813","945884125912.095","1214400863252.12","1239214048070.59","1255197949165.21","1232740284461.94","947879870277.464","881225479025.446","1048630752003.59","1224532954550.02","1208602099859.72","1083727477827.67","",
"Togo","TGO","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","215056070.611345","140952784.232327","158861357.941259","199300156.574937","261956414.243856","290558115.110112","475772489.215508","377711152.083107","344816932.329627","273506400.851909","290973933.927087","281999653.91166","362358824.126294","397505711.269866","435345897.027617","411697752.725648","513830675.832507","514425543.893177","419725883.782431","264007342.114198","328386992.088886","377402772.85227","440644959.657248","422472056.407133","420269945.254148","391614032.137419","362720510.514095","357524337.405255","426236618.447186","599052633.91029","602097668.966237","634341645.970738","630912956.013853","677789082.868433","856052464.050134","906658671.685206","977107166.978741","1180353574.82773","1293274454.2925","1522413061.74806","1327504732.7445","1010951314.81879","1036501362.31264","1018601709.37784","1081014485.95341","1055109028.66352","1207444305.63986","",
"Tailandia","THA","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","2176967139.63378","2958857620.82002","3454051200.8721","4045181046.44264","5234398885.86355","6449078391.75597","6901509148.04782","6834878559.41859","6307620350.03284","7337984166.45006","7059010822.74266","8803161006.09509","11594705713.6762","15781115885.2087","19833636880.519","22810464648.2166","28232236293.4369","32099421729.0313","36406274641.6281","44504227354.0017","55446656853.8833","54408384560.7039","56655902126.98","52752885285.7147","56775078012.3794","67893605163.5646","63082304851.7615","66052137107.1341","78083315057.5164","94978718536.6108","109362010000","127941340000","151258340000","175233060000","151763790000","192902960000","221399030000","227655209874.954","227455335388.862","226638126269.382","213364021658.177","213487498233.492","233688041597.889","251108126950.718","242700800852.03","226983915747.369","",
"Tayikistán","TJK","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","699148000","906198200","1096934700","345683700","349215500","385357200","395103500","420440300","457498800","591692800","824147400","573848000","526763750","572307520","667698430","872964168.2","874037946","1001136180","1270628872","",
"Turkmenistán","TKM","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"América Latina y el Caribe (BIRF y la AIF)","TLA","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","70943730293.3818","93673253132.601","101121279208.45","91665279297.6994","91387030268.2854","101728261161.035","95899226530.6335","80744355320.5736","91972705135.1139","104754750309.297","115013317514.57","127399566019.689","126189466339.026","132763247081.566","141146073778.332","163308334947.836","200297853798.338","221310604874.156","240916422906.93","281657037688.545","296309902791.188","358618651257.854","344257100211.126","347102027946.68","378705867769.455","471078196088.701","570905532425.064","683776801534.662","770826398323.49","896955132661.416","696563984962.377","887320028331.598","1102447443737.66","1123389119349.08","1114683660169.73","1082535642238.17","922156016975.416","890738334289.748","996908321276.959","1086490105642.82","1075065632896.08","980404405354.864","",
"Timor-Leste","TLS","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9252764.12631579","6648418.16526316","14061182.8421053","14595333.6815789","27080122.7605263","28676960.7842105","33265504.2842106","17670430.7894737","15482722.3157895","18048200","20045100","16693758.0526316","24603795.868421","25958158.5394737","17393717.4394737","",
"Oriente Medio y Norte de África (BIRF y la AIF)","TMN","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","207130441602.824","252668616836.156","300882586221.485","408210018226.792","262176563576.728","325838317455.526","359966774406.954","434871213893.439","403318705850.125","352111948297.412","231064801499.768","202415464544.023","261137150487.687","340052471814.849","324901194972.224","234638086115.964","",
"Tonga","TON","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","2662240.42627794","2869765.9399395","3241508.5666273","4987025.40829621","7762841.54196107","4519938.87196383","4264276.36032035","7562358.05507968","5845482.37703276","7252054.30578587","7621392.79808913","7972444.24735559","3511733.488253","7176521.2595208","7856505.08754257","5868921.68724117","7038315.16065248","6419341.88720238","9905984.81245485","9001052.94566277","10569388.9229655","14278404.431296","11901026.3832134","15883868.9910568","","","","","","","6620312.37266423","10872132.2604626","17340562.9659371","19356279.5841329","21837437.3329439","10767274.0423905","12956702.4233527","13398633.4131948","9722235.41485276","9734448.85449079","13615859.1306279","16731577.2909674","14965365.0414144","17913931.450685","21659029.363911","25165953.1699007","20785771.7281896","14317715.7554275","15697689.9853863","17940972.4089276","",
"Asia meridional (BIRF y la AIF)","TSA","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","6941688324.40214","7932062792.88551","9023183104.19492","9762872926.39032","11732359959.1585","13474905550.5753","13798098964.6004","14085198031.2331","15200454277.1721","15918532415.2449","15161217381.5449","16112686204.4175","18933657722.7163","21272663182.1611","24098658971.3477","27629778313.4033","28669647072.8321","31908022954.0626","34736245934.3344","39392706156.7361","47762931122.4208","51033012894.9517","54264014910.6375","52620737667.8645","55484564582.8971","64900865925.7297","65855919277.0415","72674468209.5129","85895266831.5028","106341616914.072","134880207795.86","160811622697.594","193696874891.006","246177654511.355","210382708989.91","282338798311.617","371740857316.293","360211103885.39","385635537695.628","396718063367.878","339554682695.474","336995737642.765","376423696625.07","410249871947.638","409703667540.736","348568452634.328","",
"África al sur del Sahara (BIRF y la AIF)","TSS","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","39675750795.268","40344292701.7032","56618295943.7742","80383603591.8092","63549994600.2745","51367938782.9147","50019721305.8889","51096947317.0114","50680597764.0646","43343086850.2472","54676578194.8757","55880541662.9274","57399699597.9589","67964519420.2044","64567717622.6041","65683715553.739","65220166831.159","67138723059.5298","67810742385.198","74438614035.458","74646604546.5678","65992036324.6212","79335274785.1491","96900885720.2884","92123340449.4255","94278224860.4525","119225109775.261","154722861546.637","207977385169.634","239916872814.596","290907023418.779","362646823162.188","270353118476.454","356298719451.297","435761478693.459","423750430075.225","425062827787.917","397910158831.858","289633716399.699","268748422117.172","314731915048.806","357760465516.109","349453556399.009","298366603192.836","",
"Trinidad y Tobago","TTO","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","1072542436.74535","1153303082.50358","1284666667.20194","1300958333.8754","1759125000.73297","2728291667.80346","2725583334.46899","2317333334.29889","2102708334.20946","2173416666.66667","2141673469.38776","1378388888.88889","1414305555.55556","1469450406.50407","1550752941.17647","1960094117.64705","1774470588.2353","1691364705.88236","1500085029.29929","1777641504.85624","2456136762.14788","2354079104.60044","2447950643.65383","2258019317.09431","2782700000","4275100226.20306","4291000229.46953","3909500000","5195700000","6533258664.5938","9981746809.66517","14064622193.7939","13197660780.6821","18620728922.6859","9203976047.27209","11219327322.1487","17486876035.4612","16730852658.248","17911528738.1284","15299287338.5531","11726818876.5807","8504401505.67933","9644696294.44611","10755630448.1002","8764293317.72674","6002898481.83808","",
"Túnez","TUN","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","788292229.696909","787970627.784055","941920888.117471","1557339241.76853","2195310174.2674","2490865985.99147","2004443977.57603","1862201053.44058","1781591934.01716","1707617873.2376","1763159413.74949","2100975970.31361","2399148989.91125","2930516114.5907","3514611005.6926","3695568904.37071","4041005540.27061","3745983777.36634","4643349960.66283","5469733016.12477","5518752835.82601","5559231099.62401","5768732573.71183","5934793146.32553","5899976897.16809","6653865869.65777","6900731501.45364","8085632053.8111","10025157906.0058","10691262235.6961","11738021449.6347","15191925235.5899","19248517148.3257","14481420451.3895","16493433002.6547","17876330401.2218","17071350445.7735","17145574197.6518","16841268205.0451","14158771426.7508","13650114057.8204","14310507661.9445","15563609802.7857","15000817875.115","13834225723.9624","",
"Turquía","TUR","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","1532000000","1401000000","1960000000","1753000000","2288000000","2261000000","2910000000","4703000000","5890000000","5905000000","7389000000","8255000000","7583000000","10322000000","11929000000","11780000000","13026000000","13667000000","14891000000","15611000000","18390000000","21975000000","32142000000","32195000000","30852000000","29135000000","30923000000","34810000000","40705000000","52472000000","68833000000","78509000000","93778000000","115379000000","140906000000","109732000000","120992000000","142392000000","161948000000","167397000000","173293000000","154865000000","152645000000","169214000000","178909000000","182200000000","168387000000","224741000000",
"Tuvalu","TUV","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","206884.869862952","231450.983055452","287953.771745833","301525.461435077","336776.617571442","417930.045190539","400812.50300714","542704.041761092","2574556.87887215","10014602.9041907","10502758.5853699","20616234.913334","337985.551263514","374719.447354748","466555.888444857","479618.389372623","410694.67268238","199074.426142818","501563.488120465","","",
